query_id,query_cuisine,day,hour,place_id,name,text_match,distance_km,rating,num_ratings,popularity,is_open,price_level,price_match,relevance
0,Bar_Pub_Brewery,Sat,20,135030,Preambulo Wifi Zone Cafe,0.137,2.7,4.17,12,2.565,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135057,El Herradero Restaurante and Bar,0.086,5.47,3.53,15,2.773,1,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135079,Koye Sushi,0.176,1.477,3.35,17,2.89,1,3,0.5,2
0,Bar_Pub_Brewery,Sat,20,132954,la parroquia,0.17,1.742,3.0,9,2.303,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135041,Luna Cafe,0.096,3.217,3.35,17,2.89,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135046,Restaurante El Reyecito,0.14,3.105,3.55,11,2.485,1,2,1.0,1
0,Bar_Pub_Brewery,Sat,20,135059,Restaurant Bar Hacienda los Martinez,0.055,2.97,4.33,9,2.303,1,2,1.0,1
0,Bar_Pub_Brewery,Sat,20,135063,Restaurante Alhondiga,0.08,3.056,3.5,8,2.197,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135080,los Toneles,0.039,2.722,3.0,6,1.946,1,3,0.5,0
0,Bar_Pub_Brewery,Sat,20,135066,Restaurante Guerra,0.149,3.041,4.0,12,2.565,1,3,0.5,1
0,Bar_Pub_Brewery,Sat,20,135034,Michiko Restaurant Japones,0.113,3.76,5.0,5,1.792,1,2,1.0,2
0,Bar_Pub_Brewery,Sat,20,135060,Restaurante Marisco Sam,0.041,2.782,3.27,22,3.135,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135055,la Cochinita Pibil Restaurante Yucateco,0.034,2.357,4.43,7,2.079,1,3,0.5,2
0,Bar_Pub_Brewery,Sat,20,135074,Restaurante la Parroquia Potosina,0.121,2.185,4.5,4,1.609,1,3,0.5,1
0,Bar_Pub_Brewery,Sat,20,135064,Restaurante El Chivero S.A. de C.V.,0.157,1.709,2.76,17,2.89,1,3,0.5,0
0,Bar_Pub_Brewery,Sat,20,135038,Restaurant la Chalita,0.011,2.915,3.42,24,3.219,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135081,El Club,0.017,4.298,3.36,11,2.485,1,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135051,Restaurante Versalles,0.043,3.257,3.86,14,2.708,1,1,0.5,1
0,Bar_Pub_Brewery,Sat,20,135052,La Cantina Restaurante,1.0,3.243,3.56,25,3.258,1,3,0.5,3
0,Bar_Pub_Brewery,Sat,20,135026,la Cantina,1.0,2.285,3.73,11,2.485,1,3,0.5,3
0,Bar_Pub_Brewery,Sat,20,135047,Restaurante Casa de las Flores,0.193,2.201,3.2,10,2.398,1,3,0.5,1
0,Bar_Pub_Brewery,Sat,20,132951,VIPS,0.043,2.338,3.0,10,2.398,1,1,0.5,0
0,Bar_Pub_Brewery,Sat,20,135044,Restaurant Wu Zhuo Yi,0.141,3.076,3.5,4,1.609,1,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135035,El Mundo de la Pasta,0.136,3.077,4.0,4,1.609,1,3,0.5,2
0,Bar_Pub_Brewery,Sat,20,132834,Gorditas Doa Gloria,0.134,2.21,3.0,25,3.258,1,1,0.5,0
0,Bar_Pub_Brewery,Sat,20,135048,Restaurante Bar Fu-hao,0.111,3.035,3.0,6,1.946,1,3,0.5,0
0,Bar_Pub_Brewery,Sat,20,132861,Carls Jr,0.099,2.823,3.86,7,2.079,1,2,1.0,1
0,Bar_Pub_Brewery,Sat,20,132885,Hamburguesas saul,0.096,4.625,2.2,5,1.792,1,1,0.5,0
0,Bar_Pub_Brewery,Sat,20,132572,Cafe Chaires,0.155,3.209,3.0,15,2.773,1,1,0.5,0
0,Bar_Pub_Brewery,Sat,20,132958,tacos los volcanes,0.004,2.719,4.33,6,1.946,1,1,0.5,1
0,Bar_Pub_Brewery,Sat,20,135027,Restaurant Orizatlan,0.041,3.746,2.75,8,2.197,1,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135039,Restaurant de Mariscos de Picon,0.078,3.81,3.5,12,2.565,0,1,0.5,0
0,Bar_Pub_Brewery,Sat,20,132755,La Estrella de Dimas,0.182,2.522,4.6,5,1.792,1,2,1.0,2
0,Bar_Pub_Brewery,Sat,20,135049,Restaurante de Mariscos la Langosta,0.07,4.679,3.0,5,1.792,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135073,Restaurante Bar El Gallinero,1.0,3.761,4.0,4,1.609,1,3,0.5,3
0,Bar_Pub_Brewery,Sat,20,135075,Mariscos El Pescador,0.019,3.464,4.38,13,2.639,1,2,1.0,1
0,Bar_Pub_Brewery,Sat,20,135062,Restaurante El Cielo Potosino,0.184,2.927,3.48,21,3.091,1,2,1.0,1
0,Bar_Pub_Brewery,Sat,20,135058,Restaurante Tiberius,0.149,0.413,3.22,18,2.944,1,2,1.0,2
0,Bar_Pub_Brewery,Sat,20,132754,Cabana Huasteca,0.168,2.66,3.92,13,2.639,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135032,Cafeteria y Restaurant El Pacifico,0.163,3.475,3.36,28,3.367,1,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135028,La Virreina,0.051,2.933,4.07,15,2.773,1,2,1.0,2
0,Bar_Pub_Brewery,Sat,20,135085,Tortas Locas Hipocampo,0.069,2.854,3.67,36,3.611,0,2,1.0,0
0,Bar_Pub_Brewery,Sat,20,135072,Sushi Itto,0.064,2.227,3.5,8,2.197,1,2,1.0,2
1,Game,Thu,21,135106,El Rincon de San Francisco,0.141,1.548,3.4,10,2.398,1,2,1.0,2
1,Game,Thu,21,135040,Restaurant los Compadres,0.034,2.398,1.5,4,1.609,1,3,0.5,0
1,Game,Thu,21,135082,la Estrella de Dimas,0.081,4.932,2.56,9,2.303,0,2,1.0,0
1,Game,Thu,21,135070,Restaurante 75,0.067,4.91,2.75,8,2.197,1,2,1.0,0
1,Game,Thu,21,135069,Abondance Restaurante Bar,0.186,2.568,2.0,12,2.565,1,1,0.5,0
1,Game,Thu,21,135065,El angel Restaurante,0.029,3.851,3.22,9,2.303,1,3,0.5,0
1,Game,Thu,21,135076,Restaurante Pueblo Bonito,0.068,2.966,3.62,13,2.639,1,3,0.5,0
1,Game,Thu,21,135086,Mcdonalds Parque Tangamanga,0.107,5.511,2.6,10,2.398,1,2,1.0,0
1,Game,Thu,21,132870,Tortas y hamburguesas el gordo,0.025,3.166,2.2,5,1.792,1,1,0.5,0
1,Game,Thu,21,132854,Sirlone,0.134,3.239,3.67,6,1.946,1,2,1.0,1
1,Game,Thu,21,132937,rockabilly,0.2,1.892,4.0,4,1.609,1,1,0.5,2
1,Game,Thu,21,132856,Unicols Pizza,0.107,1.332,2.71,14,2.708,1,1,0.5,0
1,Game,Thu,21,135033,Restaurant El Muladar de Calzada,0.011,1.942,2.5,4,1.609,0,2,1.0,0
1,Game,Thu,21,132862,La Posada del Virrey,0.035,2.567,3.78,18,2.944,1,3,0.5,1
1,Game,Thu,21,132851,KFC,1.0,3.612,3.86,7,2.079,1,1,0.5,3
1,Game,Thu,21,135042,Restaurant Oriental Express,0.108,1.145,3.5,20,3.045,0,2,1.0,0
1,Game,Thu,21,135045,Restaurante la Gran Via,0.013,2.032,3.92,13,2.639,1,3,0.5,1
1,Game,Thu,21,135054,Restaurante y Pescaderia Tampico,0.169,5.147,3.0,10,2.398,0,3,0.5,0
1,Game,Thu,21,135053,La Fontana Pizza Restaurante and Cafe,0.134,5.73,3.25,8,2.197,1,3,0.5,0
1,Game,Thu,21,135025,El Rincon de San Francisco,0.053,1.728,4.33,15,2.773,1,2,1.0,3
1,Game,Thu,21,135030,Preambulo Wifi Zone Cafe,0.062,2.896,4.17,12,2.565,0,2,1.0,0
1,Game,Thu,21,135057,El Herradero Restaurante and Bar,0.153,1.385,3.53,15,2.773,1,2,1.0,3
1,Game,Thu,21,135079,Koye Sushi,0.157,3.656,3.35,17,2.89,1,3,0.5,1
1,Game,Thu,21,132954,la parroquia,0.032,2.636,3.0,9,2.303,1,2,1.0,0
1,Game,Thu,21,135041,Luna Cafe,0.175,1.633,3.35,17,2.89,0,2,1.0,0
1,Game,Thu,21,135046,Restaurante El Reyecito,0.193,4.451,3.55,11,2.485,0,2,1.0,0
1,Game,Thu,21,132869,Dominos Pizza,0.068,4.329,3.33,6,1.946,1,2,1.0,0
1,Game,Thu,21,135059,Restaurant Bar Hacienda los Martinez,0.137,3.016,4.33,9,2.303,1,2,1.0,2
1,Game,Thu,21,135063,Restaurante Alhondiga,0.133,1.313,3.5,8,2.197,0,2,1.0,0
1,Game,Thu,21,135080,los Toneles,0.137,3.825,3.0,6,1.946,1,3,0.5,0
1,Game,Thu,21,135066,Restaurante Guerra,0.112,1.671,4.0,12,2.565,1,3,0.5,2
1,Game,Thu,21,135060,Restaurante Marisco Sam,0.134,1.615,3.27,22,3.135,0,2,1.0,0
1,Game,Thu,21,135055,la Cochinita Pibil Restaurante Yucateco,0.157,4.767,4.43,7,2.079,1,3,0.5,2
1,Game,Thu,21,135108,Potzocalli,0.005,3.734,3.36,11,2.485,1,1,0.5,0
1,Game,Thu,21,135074,Restaurante la Parroquia Potosina,0.172,3.846,4.5,4,1.609,1,3,0.5,2
1,Game,Thu,21,135064,Restaurante El Chivero S.A. de C.V.,0.129,3.482,2.76,17,2.89,1,3,0.5,0
1,Game,Thu,21,135038,Restaurant la Chalita,0.071,1.541,3.42,24,3.219,0,2,1.0,0
1,Game,Thu,21,135081,El Club,0.016,0.982,3.36,11,2.485,1,2,1.0,1
1,Game,Thu,21,135051,Restaurante Versalles,0.175,1.57,3.86,14,2.708,1,1,0.5,2
1,Game,Thu,21,135052,La Cantina Restaurante,0.027,1.613,3.56,25,3.258,1,3,0.5,1
1,Game,Thu,21,132858,Hamburguesas Valle Dorado,0.08,3.821,2.6,5,1.792,1,1,0.5,0
1,Game,Thu,21,135026,la Cantina,0.076,4.044,3.73,11,2.485,1,3,0.5,1
1,Game,Thu,21,135047,Restaurante Casa de las Flores,0.032,3.245,3.2,10,2.398,1,3,0.5,0
1,Game,Thu,21,132951,VIPS,0.132,2.374,3.0,10,2.398,1,1,0.5,0
1,Game,Thu,21,135044,Restaurant Wu Zhuo Yi,0.002,3.907,3.5,4,1.609,1,2,1.0,0
1,Game,Thu,21,135035,El Mundo de la Pasta,0.087,5.796,4.0,4,1.609,1,3,0.5,1
1,Game,Thu,21,132834,Gorditas Doa Gloria,0.056,2.339,3.0,25,3.258,0,1,0.5,0
1,Game,Thu,21,132846,el lechon potosino,0.042,2.587,3.8,5,1.792,1,1,0.5,1
1,Game,Thu,21,135048,Restaurante Bar Fu-hao,0.034,4.067,3.0,6,1.946,1,3,0.5,0
1,Game,Thu,21,132861,Carls Jr,0.18,5.676,3.86,7,2.079,1,2,1.0,1
1,Game,Thu,21,132885,Hamburguesas saul,0.027,2.621,2.2,5,1.792,1,1,0.5,0
1,Game,Thu,21,132572,Cafe Chaires,0.083,3.477,3.0,15,2.773,1,1,0.5,0
1,Game,Thu,21,132958,tacos los volcanes,0.148,4.583,4.33,6,1.946,1,1,0.5,1
1,Game,Thu,21,135027,Restaurant Orizatlan,0.128,1.571,2.75,8,2.197,1,2,1.0,0
1,Game,Thu,21,135039,Restaurant de Mariscos de Picon,0.071,1.692,3.5,12,2.565,0,1,0.5,0
1,Game,Thu,21,132755,La Estrella de Dimas,0.115,5.843,4.6,5,1.792,1,2,1.0,1
1,Game,Thu,21,135073,Restaurante Bar El Gallinero,0.067,1.551,4.0,4,1.609,1,3,0.5,2
1,Game,Thu,21,135075,Mariscos El Pescador,0.184,3.489,4.38,13,2.639,1,2,1.0,3
1,Game,Thu,21,135062,Restaurante El Cielo Potosino,0.03,1.693,3.48,21,3.091,1,2,1.0,1
1,Game,Thu,21,135058,Restaurante Tiberius,0.17,4.089,3.22,18,2.944,1,2,1.0,1
1,Game,Thu,21,132754,Cabana Huasteca,0.047,3.012,3.92,13,2.639,0,2,1.0,0
1,Game,Thu,21,135032,Cafeteria y Restaurant El Pacifico,0.04,1.176,3.36,28,3.367,1,2,1.0,1
1,Game,Thu,21,135028,La Virreina,0.097,2.727,4.07,15,2.773,1,2,1.0,2
1,Game,Thu,21,135085,Tortas Locas Hipocampo,0.176,2.132,3.67,36,3.611,0,2,1.0,0
1,Game,Thu,21,132866,Chaires,0.162,3.641,3.8,5,1.792,1,2,1.0,2
1,Game,Thu,21,135072,Sushi Itto,0.182,4.201,3.5,8,2.197,1,2,1.0,1
2,Contemporary,Thu,10,135106,El Rincon de San Francisco,0.182,1.425,3.4,10,2.398,0,2,0.5,0
2,Contemporary,Thu,10,135040,Restaurant los Compadres,0.133,2.809,1.5,4,1.609,1,3,1.0,0
2,Contemporary,Thu,10,135082,la Estrella de Dimas,0.027,5.674,2.56,9,2.303,1,2,0.5,0
2,Contemporary,Thu,10,135070,Restaurante 75,0.159,5.639,2.75,8,2.197,1,2,0.5,1
2,Contemporary,Thu,10,135069,Abondance Restaurante Bar,0.104,3.413,2.0,12,2.565,1,1,0.0,0
2,Contemporary,Thu,10,135065,El angel Restaurante,0.102,3.352,3.22,9,2.303,0,3,1.0,0
2,Contemporary,Thu,10,135076,Restaurante Pueblo Bonito,0.149,2.274,3.62,13,2.639,0,3,1.0,0
2,Contemporary,Thu,10,135086,Mcdonalds Parque Tangamanga,0.043,5.072,2.6,10,2.398,1,2,0.5,0
2,Contemporary,Thu,10,132870,Tortas y hamburguesas el gordo,0.099,4.004,2.2,5,1.792,1,1,0.0,0
2,Contemporary,Thu,10,132854,Sirlone,0.156,4.088,3.67,6,1.946,1,2,0.5,1
2,Contemporary,Thu,10,132937,rockabilly,0.147,1.627,4.0,4,1.609,0,1,0.0,0
2,Contemporary,Thu,10,132856,Unicols Pizza,0.046,1.191,2.71,14,2.708,1,1,0.0,0
2,Contemporary,Thu,10,135033,Restaurant El Muladar de Calzada,0.199,2.179,2.5,4,1.609,1,2,0.5,1
2,Contemporary,Thu,10,132862,La Posada del Virrey,0.138,2.146,3.78,18,2.944,1,3,1.0,2
2,Contemporary,Thu,10,132851,KFC,0.046,4.46,3.86,7,2.079,1,1,0.0,1
2,Contemporary,Thu,10,135042,Restaurant Oriental Express,0.08,0.454,3.5,20,3.045,0,2,0.5,0
2,Contemporary,Thu,10,135045,Restaurante la Gran Via,0.092,1.675,3.92,13,2.639,0,3,1.0,0
2,Contemporary,Thu,10,135054,Restaurante y Pescaderia Tampico,0.188,5.96,3.0,10,2.398,1,3,1.0,0
2,Contemporary,Thu,10,135053,La Fontana Pizza Restaurante and Cafe,0.189,4.901,3.25,8,2.197,0,3,1.0,0
2,Contemporary,Thu,10,135025,El Rincon de San Francisco,0.188,1.543,4.33,15,2.773,0,2,0.5,1
2,Contemporary,Thu,10,135030,Preambulo Wifi Zone Cafe,0.145,2.526,4.17,12,2.565,0,2,0.5,0
2,Contemporary,Thu,10,135057,El Herradero Restaurante and Bar,0.089,2.209,3.53,15,2.773,0,2,0.5,0
2,Contemporary,Thu,10,135079,Koye Sushi,0.126,3.026,3.35,17,2.89,0,3,1.0,0
2,Contemporary,Thu,10,132954,la parroquia,0.031,1.924,3.0,9,2.303,1,2,0.5,1
2,Contemporary,Thu,10,135041,Luna Cafe,0.123,1.389,3.35,17,2.89,0,2,0.5,0
2,Contemporary,Thu,10,135046,Restaurante El Reyecito,0.167,4.086,3.55,11,2.485,1,2,0.5,1
2,Contemporary,Thu,10,132869,Dominos Pizza,0.049,5.154,3.33,6,1.946,1,2,0.5,0
2,Contemporary,Thu,10,135059,Restaurant Bar Hacienda los Martinez,0.13,2.72,4.33,9,2.303,0,2,0.5,0
2,Contemporary,Thu,10,135063,Restaurante Alhondiga,0.049,0.791,3.5,8,2.197,1,2,0.5,2
2,Contemporary,Thu,10,135080,los Toneles,0.052,3.433,3.0,6,1.946,0,3,1.0,0
2,Contemporary,Thu,10,135066,Restaurante Guerra,0.118,0.885,4.0,12,2.565,1,3,1.0,3
2,Contemporary,Thu,10,135034,Michiko Restaurant Japones,0.14,5.814,5.0,5,1.792,0,2,0.5,0
2,Contemporary,Thu,10,135060,Restaurante Marisco Sam,0.065,1.042,3.27,22,3.135,0,2,0.5,0
2,Contemporary,Thu,10,135055,la Cochinita Pibil Restaurante Yucateco,0.049,4.24,4.43,7,2.079,0,3,1.0,0
2,Contemporary,Thu,10,135108,Potzocalli,0.146,4.583,3.36,11,2.485,1,1,0.0,1
2,Contemporary,Thu,10,135074,Restaurante la Parroquia Potosina,1.0,3.345,4.5,4,1.609,1,3,1.0,3
2,Contemporary,Thu,10,135064,Restaurante El Chivero S.A. de C.V.,0.161,2.889,2.76,17,2.89,1,3,1.0,0
2,Contemporary,Thu,10,135038,Restaurant la Chalita,0.017,1.046,3.42,24,3.219,1,2,0.5,1
2,Contemporary,Thu,10,135081,El Club,0.152,1.008,3.36,11,2.485,0,2,0.5,0
2,Contemporary,Thu,10,135051,Restaurante Versalles,0.085,1.341,3.86,14,2.708,1,1,0.0,2
2,Contemporary,Thu,10,135052,La Cantina Restaurante,0.152,1.381,3.56,25,3.258,1,3,1.0,3
2,Contemporary,Thu,10,132858,Hamburguesas Valle Dorado,0.192,4.662,2.6,5,1.792,0,1,0.0,0
2,Contemporary,Thu,10,135026,la Cantina,0.094,3.554,3.73,11,2.485,0,3,1.0,0
2,Contemporary,Thu,10,135047,Restaurante Casa de las Flores,0.117,2.752,3.2,10,2.398,1,3,1.0,1
2,Contemporary,Thu,10,132951,VIPS,0.107,1.839,3.0,10,2.398,1,1,0.0,1
2,Contemporary,Thu,10,135044,Restaurant Wu Zhuo Yi,0.101,3.585,3.5,4,1.609,0,2,0.5,0
2,Contemporary,Thu,10,135035,El Mundo de la Pasta,0.036,5.28,4.0,4,1.609,0,3,1.0,0
2,Contemporary,Thu,10,135071,Restaurante la Cantina,0.043,7.124,3.0,9,2.303,0,2,0.5,0
2,Contemporary,Thu,10,132834,Gorditas Doa Gloria,0.06,1.738,3.0,25,3.258,1,1,0.0,1
2,Contemporary,Thu,10,132846,el lechon potosino,0.017,3.436,3.8,5,1.792,1,1,0.0,1
2,Contemporary,Thu,10,135048,Restaurante Bar Fu-hao,0.004,3.723,3.0,6,1.946,0,3,1.0,0
2,Contemporary,Thu,10,132861,Carls Jr,0.189,5.132,3.86,7,2.079,1,2,0.5,1
2,Contemporary,Thu,10,132885,Hamburguesas saul,0.074,2.349,2.2,5,1.792,1,1,0.0,0
2,Contemporary,Thu,10,132572,Cafe Chaires,0.173,3.217,3.0,15,2.773,1,1,0.0,1
2,Contemporary,Thu,10,132958,tacos los volcanes,0.134,4.134,4.33,6,1.946,1,1,0.0,2
2,Contemporary,Thu,10,135027,Restaurant Orizatlan,0.105,1.618,2.75,8,2.197,1,2,0.5,1
2,Contemporary,Thu,10,135039,Restaurant de Mariscos de Picon,0.104,1.762,3.5,12,2.565,1,1,0.0,2
2,Contemporary,Thu,10,132755,La Estrella de Dimas,0.015,5.23,4.6,5,1.792,1,2,0.5,2
2,Contemporary,Thu,10,135073,Restaurante Bar El Gallinero,0.126,1.608,4.0,4,1.609,1,3,1.0,2
2,Contemporary,Thu,10,135075,Mariscos El Pescador,0.059,3.292,4.38,13,2.639,1,2,0.5,2
2,Contemporary,Thu,10,135062,Restaurante El Cielo Potosino,0.053,1.279,3.48,21,3.091,1,2,0.5,2
2,Contemporary,Thu,10,135058,Restaurante Tiberius,0.167,3.324,3.22,18,2.944,0,2,0.5,0
2,Contemporary,Thu,10,132754,Cabana Huasteca,0.042,2.632,3.92,13,2.639,1,2,0.5,2
2,Contemporary,Thu,10,135032,Cafeteria y Restaurant El Pacifico,1.0,1.029,3.36,28,3.367,1,2,0.5,3
2,Contemporary,Thu,10,135028,La Virreina,0.068,2.426,4.07,15,2.773,0,2,0.5,0
2,Contemporary,Thu,10,135085,Tortas Locas Hipocampo,0.179,1.773,3.67,36,3.611,0,2,0.5,0
2,Contemporary,Thu,10,132866,Chaires,0.031,4.479,3.8,5,1.792,1,2,0.5,1
2,Contemporary,Thu,10,135072,Sushi Itto,0.115,3.691,3.5,8,2.197,0,2,0.5,0
3,Unspecified,Sat,13,135106,El Rincon de San Francisco,0.129,1.256,3.4,10,2.398,0,2,0.5,0
3,Unspecified,Sat,13,135040,Restaurant los Compadres,1.0,2.558,1.5,4,1.609,1,3,0.0,1
3,Unspecified,Sat,13,135082,la Estrella de Dimas,1.0,5.557,2.56,9,2.303,1,2,0.5,1
3,Unspecified,Sat,13,135070,Restaurante 75,1.0,5.529,2.75,8,2.197,1,2,0.5,2
3,Unspecified,Sat,13,135069,Abondance Restaurante Bar,0.156,3.188,2.0,12,2.565,1,1,1.0,0
3,Unspecified,Sat,13,135065,El angel Restaurante,1.0,3.338,3.22,9,2.303,0,3,0.0,0
3,Unspecified,Sat,13,135076,Restaurante Pueblo Bonito,1.0,2.537,3.62,13,2.639,1,3,0.0,2
3,Unspecified,Sat,13,135086,Mcdonalds Parque Tangamanga,0.041,5.04,2.6,10,2.398,1,2,0.5,0
3,Unspecified,Sat,13,132870,Tortas y hamburguesas el gordo,0.036,3.817,2.2,5,1.792,1,1,1.0,0
3,Unspecified,Sat,13,132854,Sirlone,0.068,3.873,3.67,6,1.946,1,2,0.5,0
3,Unspecified,Sat,13,132937,rockabilly,0.053,1.507,4.0,4,1.609,0,1,1.0,0
3,Unspecified,Sat,13,132856,Unicols Pizza,0.14,1.017,2.71,14,2.708,1,1,1.0,0
3,Unspecified,Sat,13,135033,Restaurant El Muladar de Calzada,1.0,1.947,2.5,4,1.609,1,2,0.5,2
3,Unspecified,Sat,13,132862,La Posada del Virrey,0.079,2.092,3.78,18,2.944,1,3,0.0,1
3,Unspecified,Sat,13,132851,KFC,0.119,4.25,3.86,7,2.079,1,1,1.0,0
3,Unspecified,Sat,13,135042,Restaurant Oriental Express,0.18,0.502,3.5,20,3.045,1,2,0.5,1
3,Unspecified,Sat,13,135045,Restaurante la Gran Via,1.0,1.589,3.92,13,2.639,1,3,0.0,2
3,Unspecified,Sat,13,135054,Restaurante y Pescaderia Tampico,0.076,5.797,3.0,10,2.398,1,3,0.0,0
3,Unspecified,Sat,13,135053,La Fontana Pizza Restaurante and Cafe,0.075,5.078,3.25,8,2.197,1,3,0.0,0
3,Unspecified,Sat,13,135025,El Rincon de San Francisco,0.136,1.395,4.33,15,2.773,0,2,0.5,0
3,Unspecified,Sat,13,135030,Preambulo Wifi Zone Cafe,0.017,2.456,4.17,12,2.565,0,2,0.5,0
3,Unspecified,Sat,13,135057,El Herradero Restaurante and Bar,0.122,1.972,3.53,15,2.773,1,2,0.5,0
3,Unspecified,Sat,13,135079,Koye Sushi,0.157,3.07,3.35,17,2.89,1,3,0.0,0
3,Unspecified,Sat,13,132954,la parroquia,0.038,2.009,3.0,9,2.303,1,2,0.5,0
3,Unspecified,Sat,13,135041,Luna Cafe,0.009,1.256,3.35,17,2.89,0,2,0.5,0
3,Unspecified,Sat,13,135046,Restaurante El Reyecito,0.1,4.024,3.55,11,2.485,1,2,0.5,0
3,Unspecified,Sat,13,132869,Dominos Pizza,0.118,4.981,3.33,6,1.946,1,2,0.5,0
3,Unspecified,Sat,13,135059,Restaurant Bar Hacienda los Martinez,0.055,2.626,4.33,9,2.303,1,2,0.5,1
3,Unspecified,Sat,13,135063,Restaurante Alhondiga,1.0,0.747,3.5,8,2.197,1,2,0.5,3
3,Unspecified,Sat,13,135080,los Toneles,1.0,3.378,3.0,6,1.946,0,3,0.0,0
3,Unspecified,Sat,13,135066,Restaurante Guerra,1.0,1.149,4.0,12,2.565,1,3,0.0,3
3,Unspecified,Sat,13,135034,Michiko Restaurant Japones,0.053,5.792,5.0,5,1.792,1,2,0.5,2
3,Unspecified,Sat,13,135060,Restaurante Marisco Sam,0.01,1.036,3.27,22,3.135,1,2,0.5,1
3,Unspecified,Sat,13,135055,la Cochinita Pibil Restaurante Yucateco,0.182,4.241,4.43,7,2.079,0,3,0.0,0
3,Unspecified,Sat,13,135108,Potzocalli,1.0,4.373,3.36,11,2.485,1,1,1.0,2
3,Unspecified,Sat,13,135074,Restaurante la Parroquia Potosina,0.13,3.332,4.5,4,1.609,1,3,0.0,2
3,Unspecified,Sat,13,135064,Restaurante El Chivero S.A. de C.V.,1.0,2.914,2.76,17,2.89,1,3,0.0,2
3,Unspecified,Sat,13,135038,Restaurant la Chalita,1.0,1.0,3.42,24,3.219,1,2,0.5,3
3,Unspecified,Sat,13,135081,El Club,1.0,1.08,3.36,11,2.485,0,2,0.5,1
3,Unspecified,Sat,13,135051,Restaurante Versalles,1.0,1.201,3.86,14,2.708,1,1,1.0,2
3,Unspecified,Sat,13,135052,La Cantina Restaurante,0.152,1.243,3.56,25,3.258,1,3,0.0,1
3,Unspecified,Sat,13,132858,Hamburguesas Valle Dorado,0.196,4.431,2.6,5,1.792,0,1,1.0,0
3,Unspecified,Sat,13,135026,la Cantina,0.105,3.537,3.73,11,2.485,1,3,0.0,0
3,Unspecified,Sat,13,135047,Restaurante Casa de las Flores,1.0,2.732,3.2,10,2.398,1,3,0.0,2
3,Unspecified,Sat,13,132951,VIPS,0.144,1.829,3.0,10,2.398,1,1,1.0,1
3,Unspecified,Sat,13,135044,Restaurant Wu Zhuo Yi,0.12,3.506,3.5,4,1.609,1,2,0.5,0
3,Unspecified,Sat,13,135035,El Mundo de la Pasta,0.134,5.278,4.0,4,1.609,1,3,0.0,0
3,Unspecified,Sat,13,132834,Gorditas Doa Gloria,0.078,1.759,3.0,25,3.258,1,1,1.0,0
3,Unspecified,Sat,13,132846,el lechon potosino,0.08,3.226,3.8,5,1.792,1,1,1.0,1
